path_id	project_id	project_number	project_name	project_title	project_description	project_duration_hours	project_illustration	project_url
59	0	7		Créez un web service exposant une API	Vous exposerez une API, atteignant le niveau 3 du modèle de Richardson. Vous développerez votre application avec le framework Symfony.	120		
59	0	8		Améliorez une application existante de ToDo & Co	Vous apprendrez à intégrer une équipe déjà en place. Comment faire des modifications dans une application déjà existante, cibler et respecter les conventions déjà mise en place.	100		
59	0	9		Effectuez un stage ou construisez une veille technologique	Pour ce projet, vous pouvez effectuer un stage en entreprise ou choisir de construire votre outil de veille technologique !	10		
410	0	1		Entrez dans votre formation d'architecte logiciel	Découvrez le métier d'architecte logiciel, créez l'offre d'emploi de vos rêves et mettez en place un plan d'action pour réussir votre formation.	20		
410	0	2		Définissez le périmètre de votre projet en accord avec votre client	Votre client veut moderniser ses systèmes pour optimiser ses coûts. Votre mission est de synthétiser ses besoins dans un brief et de lui fournir une solution technique rationalisée.	60		
410	0	3		Faites l'audit d'une architecture existante et proposez une nouvelle solution	Votre entreprise a besoin de votre aide pour rendre sa solution plus performante. Vous devez évaluer l'architecture existante et présenter votre solution aux différentes parties prenantes.	100		
410	0	4		Cherchez les solutions pour optimiser la mise à niveau d'une architecture	Votre client a besoin d'ajouter une nouvelle fonctionnalité à son architecture. Il a cependant de nombreuses contraintes... Votre travail consiste à trouver la meilleure solution !	80		
410	0	5		Concevez une nouvelle architecture afin de soutenir le développement de votre entreprise	Vous travaillez pour une startup en forte croissance, dont l'architecture d'application a besoin d'être repensée. À vous de développer un système maintenable et qui fonctionne avec la nouvelle base clients.	80		
410	0	6		Créez une application de communication multiplateforme	Vous êtes consultant pour une grande entreprise qui a besoin de rationaliser le processus de communication entre ses différents départements, tout en gérant sa dette technique.	70		
410	0	7		Réalisez un plan d'implémentation pour assurer le bon déroulement de votre projet d'architecture	Vous êtes chargé d'implémenter la solution architecturale d'une grande entreprise industrielle. Impressionnez votre CTO en définissant la roadmap idéale, tout en assurant les performances et la sécurité.	100		
410	0	8		Utilisez un plan de test pour assurer le succès de votre architecture	Vous reprenez un important projet d'architecture, mais vous réalisez que la conception logique et physique est incomplète. Vous reprenez cela en main et définissez un plan de test.	120		
410	0	9		Gérez les risques grâce à un cadre de gouvernance d'architecture	Appliquez vos architectures à un système existant, et définissez comment gérer la migration en utilisant une stratégie de mitigation des risques.	100		
410	0	10		Coordonnez une équipe de développement pour assurer une livraison efficace	Travaillez avec votre équipe de développement pour vous assurer que votre architecture est délivrée en accord avec votre roadmap.	70		
410	0	11		Faites adhérer les parties prenantes avec un POC	Vous êtes consultant et devez convaincre un client d'un domaine sensible que votre solution est fiable et sécurisée. Il est temps de développer un Proof of Concept (POC) et de vous assurer qu'il sera prêt lorsque l'équipe de développement prendra la main.	150		
410	0	12		Gérez les changements des exigences dans un projet d'architecture logicielle	Vous êtes freelance et venez de livrer un projet d'architecture logicielle. Mais une petite erreur semble créer de gros problèmes... Faites le nécessaire pour que votre client soit satisfait.	150		
150	0	1		Devenez chef de projet digital	Projetez-vous dans votre nouveau métier et créez un système de veille pour développer votre culture numérique.	40		
150	0	2		Réalisez un site à partir d'un cahier des charges	Reprenez un projet déjà lancé et mobilisez vos compétences techniques pour assurer une livraison conforme aux attentes du client.	70		
150	0	3		Participez au sprint de développement d'un site e-commerce	Vérifiez la conformité des livrables de toute votre équipe en plein sprint de développement.	40		
150	0	4		Développez votre présence en ligne	Mettez au point votre stratégie de personal branding et commencez à l'exécuter pour faire rayonner votre marque personnelle.	100		
150	0	5		Initialisez un projet de refonte avec une démarche qualité Web	Dans le Web, les standards évoluent vite. Certains sites vieillissent mal. À vous de mettre en place un projet de refonte en vous appuyant sur une méthodologie qui a fait ses preuves.	60		
150	0	6		Créez une application avec un développeur	Définissez le périmètre fonctionnel d'un réseau social d'entreprise et lancez son développement.	60		
150	0	7		Réalisez une analyse de faisabilité pour un projet innovant	Étudiez et anticipez les risques d'un projet complexe pour en prémunir votre équipe.	50		
150	0	8		Répondez à un appel d'offres pour la conception d'un logiciel	Accompagnez des commerciaux dans l'avant-vente d'une solution logicielle pour un commanditaire BtoB.	80		
150	0	9		Supervisez une refonte de site	Lorsque qu’un site Wordpress n’est pas conforme, on fait appel à vos services pour rectifier le tir. Réalisez des e-mails de recadrage, un cahier de recette et un guide utilisateur pour que la mise en ligne se déroule dans de bien meilleures conditions.	150		
150	0	10		Réalisez un projet digital à impact social	Ce projet vous donnera l’occasion de contribuer autour de vous avec vos nouvelles connaissances. Rendez au monde un peu de ce que vous avez appris et aidez par exemple une association à monter son site !	100		
163	0	1		Démarrez votre parcours de Product Manager	Il est temps d'entrer dans votre nouveau rôle et de découvrir les missions de Product Manager. Prenez aussi le temps de définir vos objectifs et votre calendrier d'études dans ce premier projet.	30		
163	0	2		Gérez un imprévu pendant un sprint	Vous rencontrez quelques difficultés dans votre sprint et vous vous rendez compte que vous ne pourrez pas livrer tout ce qui était prévu. Dans ce projet, apprenez à re-prioriser les objectifs et livrables d'un sprint quand ce contexte s'impose.	70		
163	0	3		Menez un sprint de A à Z	Définissez le périmètre fonctionnel d'un réseau social d'entreprise et lancez son développement par une équipe agile.	100		
163	0	4		Inspectez un produit avant sa mise en production	Testez les fonctionnalités d'un incrément produit avant qu'il ne soit mis en ligne. C'est à vous de vous assurer que le produit correspond bien aux wireframes approuvées.	40		
163	0	5		Menez la stratégie de communication du lancement d'une nouvelle fonctionnalité	Une modification de votre produit est sur le point d'être mise en production. Développez la bonne stratégie de communication autour de son lancement pour en informer vos collègues et vos utilisateurs.	70		
163	0	6		Optimisez une landing-page	Une agence de voyages a ajouté une nouvelle destination à son site, le Japon. La landing page associée à cette destination convertit encore peu de touristes. Analysez les données de la page, concevez des tests AB, et proposez une nouvelle maquette.	70		
163	0	7		Créez un prototype pour tester une idée de produit	Testez vos solutions à moindre frais pendant un cycle d'apprentissage lean et déterminez la viabilité d'un produit, avant de mobiliser une équipe technique.	130		
163	0	8		Étudiez la faisabilité de l'adaptation d'un produit sur mobile	Tranchez une question qui taraude la direction de votre entreprise : faut-il réaliser une application mobile de votre produit, ou une version responsive suffit-elle ? Votre mission est d'aligner les décideurs et l'équipe produit à l'aide de données.	120		
163	0	9		Définissez la roadmap de votre produit	Aidez World Travel à redéfinir sa stratégie produit dans un contexte économique difficile, afin de recréer une offre à destination des visiteurs locaux.	120		
80	0	1		Démarrez votre formation de responsable marketing et communication	Vous embarquez sur un grand parcours d'apprentissage. Ce premier projet va vous y préparer !	10		
80	0	2		Réalisez une étude de marché pour l'organisation de votre choix	Pour faire les bons choix marketing vous devez connaitre votre marché sur le bout des doigts. Une étude de marché bien faite vous procurera un avantage compétitif certain.	50		
80	0	3		Définissez la stratégie éditoriale d'une marque de vêtements	La ligne ou charte éditoriale est le fil conducteur qui va garantir la pertinence et la cohérence de toutes vos prises de parole en communication et sur les supports de vente.	70		
80	0	4		Développez votre propre présence en ligne	Considérez-vous comme un produit sur le marché de l'emploi. Élaborez un plan marketing et développez votre présence en ligne pour vendre vos services.	100		
80	0	5		Communiquez sur le lancement d'une startup high-tech	Lancez un produit digital sur son marché de la meilleure manière qui soit.	90		
80	0	6		Menez une campagne d'acquisition pour un hôtel prestigieux	Créez un plan d'action pour convertir des voyageurs potentiels en clients de l'hôtel.	90		
80	0	7		Gérez la création d'un mini-site pour le lancement d'un nouveau produit	Endossez le rôle de chef de projet marketing pour piloter un projet de création de site Web dans le domaine de l'électroménager.	120		
80	0	8		Supervisez la refonte d'un site E-commerce	Un projet marketing, quel qu'il soit, est avant tout un travail d'équipe. Lorsque le travail livré n'est pas conforme, c'est vers le responsable qu'on se tourne pour trouver des solutions.	100		
80	0	9		Formulez une recommandation stratégique	Essayez-vous au conseil et au marketing stratégique en auditant l'organisation de votre choix. Si votre analyse est juste et que vos recommandations sont pertinentes, celle-ci vous recrutera peut-être.	120		
81	0	1		Démarrez votre formation d'expert en stratégie marketing et communication	Démarrez votre formation d'expert en stratégie marketing et communication	20		
81	0	2		Mettez au point la stratégie éditoriale et communautaire d'une marque de vêtements	La ligne ou charte éditoriale est le fil conducteur qui va garantir la pertinence et la cohérence de toutes vos communications. Apprenez à traduire le positionnement de la marque par une grammaire créative.	70		
81	0	3		Élaborez un plan de communication pour accompagner une transformation digitale	Déployez une stratégie de communication interne et externe pour favoriser l’engagement des équipes et des clients finaux.	70		
81	0	4		Créez la plateforme d'une nouvelle marque pour un célèbre groupe de transport	Accompagnez une organisation dans l'ajout d'un nouveau produit à son portefeuille de marque.	100		
81	0	5		Structurez la marque employeur d'une start-up dans la FoodTech	Mettez en place la stratégie de communication dédiée au recrutement d’une entreprise pour attirer de nouveaux talents	80		
81	0	6		Établissez votre marque personnelle	Créez votre plateforme de marque personnelle pour améliorer votre employabilité	120		
81	0	7		Mettez en place un système d'information marketing	Déterminez les moyens humains et technologiques nécessaires pour mettre l'information au service des fonctions marketing et communication.	90		
81	0	8		Réalisez un audit ou un stage en entreprise	Auditez l'entreprise de votre choix pour parfaire vos compétences et préparer votre insertion.	200		
336	0	1		Prenez en main votre formation de Community Manager	Vous commencez un grand parcours d’apprentissage ! Ce projet de découverte va vous y préparer.	10		
336	0	2		Faites la promotion d'une marque de baskets sur les réseaux sociaux	Vous êtes Community Manager pour une marque de baskets. À vous de créer une routine de veille stratégique et d’analyser la concurrence ! Afin de lancer la marque sur les réseaux sociaux, élaborez une charte éditoriale et de modération.	80		
336	0	3		Créez du contenu simple pour fédérer une communauté de joueurs	Vous travaillez en tant que Community Manager dans une entreprise de jeux vidéo. Vous allez gérer le lancement d’un nouveau jeu, en réalisant un calendrier de publication et en créant du contenu sur Facebook et Instagram, pour fédérer la communauté.	80		
336	0	4		Créez du contenu dynamique sur les réseaux sociaux pour une marque de chocolat	Vous êtes freelance pour marque de chocolat pendant la période de Pâques ! Vous allez créer différents types de contenu pour engager la communauté sur les réseaux sociaux : stories, visuels, podcast… Tout sera mis en place pour réussir cet événement.	90		
336	0	5		Gérez une situation de crise sur les réseaux sociaux d'une collectivité	Vous faites face à une polémique suite à l’organisation d’un concours par une collectivité territoriale. Les réseaux sociaux s’emballent… Vous allez devoir gérer cette situation de crise, aussi appelée “bad buzz”... dans la sérénité !	80		
336	0	6		Organisez un événement communautaire pour un magazine en ligne	Organisez de A à Z l’interview d’une personnalité locale en live sur les réseaux sociaux d'un magazine en ligne : préparation, stratégie social media, animation… La gestion d’un événement live n’aura plus de secret pour vous !	80		
336	0	7		Élaborez la campagne publicitaire d’une marque de pizzas	Vous travaillez pour une agence digitale qui doit répondre à un appel d’offres pour créer la stratégie publicitaire d’une marque de pizzas. Allez-vous remporter le marché ?	90		
336	0	8		Gérez la communication d'influence d'une agence de voyage	Élaborez la stratégie d’influence d’une agence de voyage pour faire connaître sa nouvelle destination inédite ! Le monde des influenceurs s’ouvre à vous.	90		
82	0	1		Démarrez votre formation d'Ingénieur pédagogique	Vous commencez un grand parcours d'apprentissage ! Ce projet de découverte va vous y préparer.	15		
82	0	2		Mettez en place un système de veille efficace	Tenez-vous informé des évolutions de votre écosystème et améliorez vos pratiques professionnelles en réalisant une veille pédagogique.	35		
82	0	3		Améliorez une séance de formation présentielle	Apprenez à analyser le cadrage pédagogique et le plan de votre séance pour préparer une formation optimale.	60		
82	0	4		Adaptez un module de formation au distanciel	Apprenez à réaliser des formations qui répondent efficacement aux spécificités de l'enseignement à distance.	70		
82	0	5		Concevez une expérience d'apprentissage sur-mesure	Vous avez décroché un contrat avec une entreprise qui souhaite se munir d'une dispositif de formation digital. Découvrez comment élaborer votre conception pas à pas pour répondre aux besoins et exigences de votre client !	60		
82	0	6		Créez le curriculum d'un cursus qualifiant	Établir la maquette de vos enseignements est une étape essentielle à la cohérence de votre formation. Découvrez ici comment structurer vos apprentissages de façon optimale.	60		
82	0	7		Analysez une formation	Vous allez établir le diagnostic pédagogique d'un organisme de formation et lui faire des recommandations. Découvrez comment collecter et analyser des données pour proposer des solutions pertinentes à vos clients et améliorer vos formations en continu.	50		
82	0	8		Pilotez une équipe d'intervenants	Un dispositif de formation réussi, c'est avant tout une équipe pédagogique performante. Apprenez ici comment accompagner vos collaborateurs afin d'assurer la réussite de vos projets pédagogiques !	50		
86	0	1		Démarrez votre formation de Formateur / Enseignant	Vous embarquez pour un parcours d'apprentissage de longue durée. Ce projet de découverte va vous y préparer.	10		
